iteracao	wpw1	R_1	L_1	R_2	Z_foc	F_obj	Q_tot	E_median	E_max
5.0	0.2895772758405656	82.84106247127056	43.33438526839018	89.15248520672321	130.47019166871905	2.118136473279822	0.18238223061507228	10.76987617335898	38.62160070220428
6.0	0.32426627408713105	107.16263048350811	70.34469354897738	90.21069407463074	88.98941213265061	3.219661566488527	0.2860032789411792	10.30467587100138	36.66336179932148
7.0	0.35659364410676064	112.97934114933014	71.81953623890877	86.19732365012169	37.46039655059576	3.694617537639262	0.31599228626716136	10.532814439979981	37.64832848942967
8.0	0.321552425948903	81.82183109223843	41.45220227539539	46.212700456380844	95.96692757681012	1.987916017729335	0.17353263935766522	10.377816643172267	37.573074522980455
9.0	0.21531473901122808	96.53178632259369	43.235488161444664	57.30245158076286	95.24971414357424	8.50797801758454	0.48156227761115333	14.82674052512512	75.92480267001228
10.0	0.35771156530827286	54.045444801449776	41.2060284987092	93.89477841556072	51.824920419603586	0.5656131464133267	0.058094688717506116	9.257099151702748	24.6769894448471
11.0	0.3590490842238069	73.97349625825882	58.99381220340729	83.20040471851826	128.08659421280026	1.154137057311811	0.11585898299638814	9.366181786309568	24.990755628877086
12.0	0.3240845208987594	55.15077508985996	56.90582014620304	111.2336827069521	153.15382296219468	0.6034870445289097	0.06211921649890044	9.187316504160542	27.687355950356146
13.0	0.37606471600010993	111.09754256904125	70.49713753163815	44.00164946913719	58.3206139318645	2.137761371113495	0.19686262918500091	10.05241402952842	27.449027766297018
14.0	0.3707743071485311	105.89347928762436	72.76276919990778	108.88550542294979	41.16492033004761	2.9051182503501125	0.2827742628080374	9.671747503608271	30.178418494714567
15.0	0.1876839656382799	61.045821607112885	58.607813231647015	117.15495802462101	21.936752647161484	5.745539436836073	0.3599345349339698	14.303702801469374	56.24751492579798
16.0	0.2726081911008805	96.32967449724674	69.69275314360857	109.21521335840225	91.03816406801343	4.012890213791887	0.31073963773648744	11.149005318587722	60.2199733989411
17.0	0.1513707047328353	48.47709231078625	51.35515499860048	84.66453976929188	137.8030190616846	0.38840924568660234	0.026291516388265938	13.581246572154088	46.29818024781205
18.0	0.37928213444538417	93.79238188266754	71.58143196254969	67.39288844168186	91.88615577295423	1.0736082473908504	0.10974186087186379	9.142914668793388	24.244776536691823
19.0	0.33824377818964424	44.030197113752365	48.064781948924065	70.03745093941689	107.52373987808824	0.7155268992073214	0.07052382994795292	9.536210554532392	35.78834255696352
20.0	0.194405372813344	45.0013042986393	63.59677139669657	91.92539483308792	61.83682946488261	7.081900792380219	0.4003227812544683	15.542136682639107	61.60276095316611
21.0	0.36533357328735294	73.05286087095737	53.58951672911644	119.48644891381264	47.79010599479079	1.3610270195225147	0.1385190881888879	9.258762208510715	27.267991078269443
22.0	0.3398354997392744	46.391885578632355	61.759229712188244	110.79619750380516	104.27857279777527	0.637517644835097	0.06500454873153474	9.140393294302395	25.455074122616008
23.0	0.19519685613922774	106.48163735866547	72.1426635608077	61.72803997993469	140.82043586298823	7.76275478317363	0.452099888123984	14.919780695702574	67.87078335641729
24.0	0.33820371362380686	80.14952935278416	42.02178955078125	45.30758313834667	119.7991126216948	1.3941829695931947	0.12113418535166322	10.333125301236912	32.43627466472573
25.0	0.21156529448850225	99.85795793965609	61.619406480884294	64.34697738934888	138.81149678778453	8.396613873371741	0.47236861389662127	14.811311283210314	62.21741651080789
26.0	0.2098352590323763	102.27520502879885	63.426722604255254	64.64504628295596	146.13210053514322	7.919942809585118	0.4605115353267654	14.415663258330955	66.03209486980181
27.0	0.3283308326266706	98.94043914973736	44.26183428615332	104.50190797448158	32.976180985569954	3.1539952626536656	0.27866727765330107	10.265601658383002	40.203665120452165
28.0	0.2398566951509565	46.350299790501595	74.14455845952034	79.34890754520893	150.41088400408626	4.0735972428370815	0.2918652163519848	12.614317052760391	43.31692681587454
29.0	0.21666212731147536	99.96624321187106	62.60476509045531	66.3101111854299	157.36406056238002	7.174664306478783	0.4116694561484785	14.840698297081556	58.41779716858231
30.0	0.21104830597857935	99.57797899019323	60.58581242433327	63.317134720790236	129.64286987570625	8.223433875078838	0.4734341329796462	14.70005784120372	63.55430934151136
31.0	0.20978206643640687	102.27519293825463	63.42671842604804	64.64504879259131	146.13211553318877	7.933128554075724	0.43979915663423946	14.869389303233712	67.43462404451249
32.0	0.21067214941801793	100.84349507844347	62.88470929600898	64.36943500977696	142.30648776106202	8.028688686621793	0.44894749645116033	15.12572760723974	67.08355411264748
33.0	0.2105277956126144	100.75833370425724	61.853394895375935	63.31224989990446	135.2582739746937	7.64949583632706	0.47122932565835546	13.948542185530188	64.36913711029875
34.0	0.210390681790456	101.05074578953483	62.29919363958365	63.28685818363674	136.57606952697319	6.473962820653515	0.4443899824461135	12.314773142868	50.931143882657615
35.0	0.21062363071064186	101.0816316100741	62.996562188169875	64.32533923640248	142.88142652718946	8.772913171801944	0.47735444211272876	14.956463089507979	63.373156652339524
36.0	0.2105478501151509	101.06826082343657	62.8597746327688	64.28883717456168	142.47222619234182	7.21428748134304	0.4318162396315817	14.487285937362115	64.12877811285927
37.0	0.2101957288253618	101.12378554624019	62.813051011374775	64.18650574068158	141.5409364895526	6.406975544775831	0.4068849120886487	13.780864064992032	62.780486444260575
38.0	0.21069953833032967	99.33400973984793	59.39277798194732	61.893098947722315	118.48585986842579	7.458150830085171	0.42719287427454844	14.839261497705303	69.86401833696429
39.0	0.21037301420919982	100.81276455109919	61.54091735165214	62.972388058366256	133.6237986439535	7.331901807144786	0.42859413091759674	14.616312897795062	67.84692521655909
40.0	0.21033968681208826	100.53829225985837	61.593489745964234	62.913294246432	132.10835867720633	7.494933210113268	0.4586867817999868	14.273527969855438	62.27947776124004
41.0	0.21035405314705766	100.43485647993748	61.38628112472006	63.316208759871124	132.65129549784479	7.347347520350822	0.44907591071498537	13.895415622751992	63.86526998947013
42.0	0.21041736413185308	100.46121305129829	61.33568289415808	62.80594707669898	131.51841429274108	8.114230780806691	0.46849003614072915	14.595163436606933	58.478186674617554
43.0	0.21080843622101664	100.54279724716366	60.25620582241264	61.41766113774306	122.57785446876017	7.784173958110547	0.48784382366950635	14.20558268561828	66.80517522078716
44.0	0.21049103557902646	100.3678922185432	60.58308637529707	62.46359163062501	128.79346202925942	7.661204307058326	0.4452972735641458	14.784353308637172	64.25250687729975
45.0	0.2103394117924733	100.7517965435186	60.85667334691305	62.49476354375938	128.28563607254213	7.759418112557659	0.4548438058321845	14.422162013068467	61.25034834579052
46.0	0.21049556510984752	100.54163787484673	60.55893485519333	62.40116342245144	128.13325933324222	8.896711744253654	0.495398326474826	15.142580271333783	69.79859635270753
47.0	0.21102751013158558	100.48092960475768	60.81904299418692	62.178827211579325	129.50303063633677	7.032794117080662	0.4379502427307948	13.891380168792764	61.289799771872815
48.0	0.21029545312737535	100.35017878022134	60.803754777456255	62.46065958574281	128.19754565347085	7.692497396400114	0.4625766440356939	14.52841942725579	62.13123759781413
49.0	0.2115304293397851	97.06921371191213	60.63515182646846	67.77556187719871	104.3727316255666	8.552525826737382	0.4856412510307931	14.858143448147382	70.0349691688857
50.0	0.21108441845034892	100.92266521460112	60.263930809340074	63.195874963133974	117.9100225782366	9.58976615969296	0.5209715167607529	15.228964842104393	70.54589429912308
51.0	0.21063415185590603	99.88306830795393	60.28218268787821	63.14082880650062	120.67033823748443	7.364695295806544	0.45757355337504085	13.636426134689431	61.410624611592276
52.0	0.2107711792714941	99.78522565682931	60.31761401778357	63.17264737066632	120.7822887201408	8.05756317676725	0.44160594960485683	14.871902760341245	70.15828282850252
53.0	0.2107902907260265	99.55010575404644	60.20292766245369	63.19884939636422	120.26836534564288	8.797914909453857	0.47045441685858597	15.839036060876209	67.9987118365854
54.0	0.21071391619145244	99.694548547468	60.251719158518696	62.893388588412904	121.07416730439702	7.862293762090754	0.46833683870675763	14.480113484333089	61.73047517757276
55.0	0.21083633896813023	99.61783227623101	60.00333306658244	63.61553757144029	118.52960814617037	9.532314656348246	0.5091655161989055	16.302562471460618	67.00731521049376
56.0	0.21090569706672566	99.34894979831172	60.06470513589898	63.33371972553243	117.04767639653436	7.173568789382122	0.41632240195553927	15.151759367271104	69.87817164616523
57.0	0.21070188643069238	99.64384033514025	60.07502697952894	63.37746965447095	118.74757338097297	9.742415969784428	0.5168182396416452	15.947536263471088	64.48414391556463
58.0	0.21084909451532777	99.49746695398188	59.85719098438806	63.25182396645327	117.65664718262953	9.161805947487846	0.49346002546913365	16.189589998784164	70.681394285781
59.0	0.21099782854121688	99.39159646369677	59.660862038068366	63.129493586221486	116.26568839614299	8.120982157455577	0.4620280740039186	15.350171808393785	62.17341693474009
60.0	0.21085766687351135	99.43167453969528	59.7247424660616	63.035905002627665	116.20384360974455	7.794596720684875	0.45071452308724463	14.606936606750565	60.591146601761544
61.0	0.21088858154298964	99.43966418694282	59.837074084122335	63.32170666600984	116.60158426020118	6.382746631395236	0.4149754818681898	13.083407782865308	61.24193888630718
62.0	0.21083380218710715	99.41929266701995	59.93230077251919	63.37818589742862	117.80261877903945	9.570759791455671	0.49448477397579127	16.759046764798054	68.10345718464349
63.0	0.21065186733676575	99.48908145179857	59.78066872882594	63.25963955677501	117.28284103551017	7.623899193466633	0.4521290838962011	14.6211307403443	65.28702400744517
64.0	0.21088308935117567	99.3490658467257	59.5721682534174	63.36021862683993	114.9076428966978	7.0880694685933285	0.4684114454032715	13.230476949552049	62.78194357115635
65.0	0.21089970034369943	99.28184798340834	59.85442074987497	63.557331982977665	115.7031926083124	8.179534763207728	0.48126466373344495	14.19210779362572	69.61131966170619
66.0	0.21038724479585932	99.04797613666601	59.37327672095289	63.532796563308175	116.13524003992998	9.04450819910452	0.47428298181917716	16.062339860993262	67.42202183235102
67.0	0.2113769084475712	99.07948582464131	59.16249866153647	63.482536993909044	114.43018934482146	8.14591988118756	0.5024834187100132	14.397726907236757	68.62555875574687
68.0	0.2108321778189295	99.22902264151779	59.71799428739199	63.325260873646506	116.47195890223522	8.706401159132648	0.464587794929218	16.06295282601856	65.30434370190083
69.0	0.2096882358762988	100.15175556826021	60.777565626665826	63.793585988986244	110.10301085655773	8.11426060137073	0.48927646042258494	13.724570117750602	71.28826212278398
70.0	0.21100183397311043	98.79648916720296	58.87394378373914	63.819032752222355	110.6470352936124	7.188470620979609	0.43353855518179146	14.27534451101458	64.76289604152191
71.0	0.2107867753785948	99.49092034721359	59.88595904772048	63.24530771747501	116.85414618751574	7.6211985817883825	0.43030726287590454	14.682047564620479	68.4415746837768
72.0	0.21078524048041783	99.2472718263901	59.844328523139815	63.20620552718054	116.79203916533908	8.636182450653205	0.47041885646444787	15.147436930639945	67.26374116104542
73.0	0.21078584323755248	99.26717794756819	59.82387216132207	63.31430089432802	116.87175220762315	8.46581939406643	0.4577438566027663	15.177315886476485	67.51187587069839
74.0	0.21029618580142556	98.49950723016508	59.31632245236255	64.26172947827982	112.10376327410349	7.123103036757482	0.45300489521872167	13.668172953746904	70.66467921353812
75.0	0.21086177563763744	99.36511202292643	59.95214720730045	63.344049211558065	117.03058961686776	8.251674288981869	0.4650792490531623	15.172285575133143	67.46918564030398
76.0	0.21116702345919755	99.58528345299338	59.66742193424978	63.302140983889636	114.70954363160442	8.865337017754388	0.47689351696641813	15.165094759397551	69.99360646773742
77.0	0.21053808809741176	99.57972707309574	59.80182791818509	63.15102094431229	117.89952706694676	9.029157482727422	0.4923657481022975	15.122862479788534	69.62802555624248
78.0	0.2112397186445085	99.3828703025152	59.59725707180025	63.68712755012396	113.74891670460383	7.023811091220355	0.4768140832059732	13.008315011300782	57.83270462514171
79.0	0.21082272200285634	99.48112132517225	59.77846681871683	63.20440337126871	117.3147441913086	9.32174367950683	0.49315882831195657	16.263541475541718	71.24746902305425
80.0	0.2108037471210761	99.52409076356757	59.848377189736134	63.17089549003033	116.5941336077421	9.822164114790942	0.5050846006320718	16.87799812589494	66.89067967658345
81.0	0.2108032667432858	99.54825907584878	59.62125837383157	63.01120347934801	116.76659047567688	9.648062678121516	0.5048553706878048	16.544516133615	70.97567841384203
82.0	0.21083287151984245	99.1961407832347	59.63105178585413	62.95505335282694	116.55011854089089	8.808039988130343	0.4608211263272543	16.431982134492188	63.93171107453526
83.0	0.21073695726454542	99.6673191417718	59.70324267472255	62.97233900413002	116.35022949727149	7.598884634572122	0.43565120299159305	14.520007743961184	66.97555494098239
84.0	0.21081665410177874	99.43733725714176	59.685936838337874	63.0954855224714	116.34145253151694	9.538347120834796	0.4943833081620641	16.695413511168983	65.67849007728724
85.0	0.21082092880918282	99.55326483187265	59.60604537173557	63.07857658283835	116.22776013140437	9.627561663329095	0.4973601310197616	16.62057490766749	67.1544556477322
86.0	0.2108188519366066	99.33479085399117	59.66555467917172	63.04093423239913	116.00367996870835	9.129453138555402	0.4775888665453922	16.48745022025199	68.32118621667836
87.0	0.21083032238404084	99.53217419848352	59.50895702307595	63.02649016224416	112.94146746145508	10.018361888259797	0.5064024465344377	16.8518367728913	66.7171000449428
88.0	0.21095753886351565	100.44312367318001	59.4131241410321	62.39049353327574	110.97199907253741	8.768919789773607	0.4821603370355644	15.007921076963637	66.10716583590569
89.0	0.2100482688151289	99.1673644146865	59.03756680306829	62.929811745152136	110.04637475621502	8.659664746205435	0.4954401619886751	14.952406727676847	68.1531838174202
90.0	0.21080761568172862	99.51785268043967	59.54902984700955	62.9724065669887	114.3498560195721	9.771145804969217	0.50765022482224	16.32602876481896	71.72537744530682
91.0	0.21080222421054937	99.49121566779432	59.41338587205419	63.00919669306074	114.2611136319683	9.61648416683006	0.49596057480761296	16.66602086398952	67.4667275988712
92.0	0.21074453875247026	99.3060601521123	59.285831204470426	62.841718098900124	113.74830164388744	8.021279470625895	0.46066088045258646	14.827912438430268	62.349552082289385
93.0	0.21079777728711335	99.41929833767855	59.30360594267357	62.8426292431907	114.06931519382613	9.855833530509859	0.5008973138650396	16.929269178784377	71.46061658258505
94.0	0.2108316553006939	99.24388719513499	59.214454937410025	62.75388883434947	113.78249888981357	9.822094281773655	0.495431400465023	17.034897539689283	69.99798312542069
95.0	0.2107513821994164	99.40815569826728	59.454088247167064	62.84764055371652	113.56615962530672	8.01349805676818	0.4635251938608923	14.627613678487087	62.95373049870258
96.0	0.21040874480077235	99.58241514279624	59.51507741829992	62.870960521600395	112.39136370249838	8.356536453593463	0.47334090494849396	15.263198808581176	68.2236774016889
97.0	0.2107525479589323	99.2965957628828	59.252269306875405	62.751090001652834	113.58993075605915	7.831396583572715	0.464230009318705	14.397748388501721	58.92573550578168
98.0	0.2107615982772879	99.4222831648009	59.35179739823287	62.81468228450375	113.44027006282319	7.559481362225509	0.43827487572829693	14.53430213894016	56.1601345863415
99.0	0.21073105180893054	99.4329491829285	59.25814391619573	62.876746933522845	113.86061125251797	7.937470361055334	0.43112579763502745	15.463600614545568	65.12411987397773
100.0	0.21093927405409313	99.3034452597162	59.23459482430976	62.785185238263125	112.48200633184217	8.567309550178177	0.4682354730362392	15.380527407193112	66.74853850703786
101.0	0.21072700070318037	99.1378011350869	59.18126946429051	62.71229460166169	113.69837526129953	8.618724520072167	0.47052609507673465	15.540242799158099	65.71155059284932
102.0	0.21073343283993215	99.3940508851898	59.29265234645168	62.83902105397893	113.56530787233322	7.317250033930706	0.4350291416820098	14.126779147422983	63.41949910924944
103.0	0.21038949925431005	99.44077209404645	58.61389098852199	63.02942289130973	113.843036746872	7.336559840371886	0.449654489434485	13.912270148298077	64.02545628415251
104.0	0.210697249933214	99.29880379415918	59.52192361938893	62.67252316740247	114.45401166858784	7.967156431906066	0.4558353913811883	14.197060169743445	69.66071869726262
105.0	0.21069037592728287	99.32103481690056	59.72307438382208	62.88577103400214	114.61036927079813	6.414586671718466	0.4011168010279122	14.150189567005716	61.2123371352299
106.0	0.21060917192946	99.47712468845813	59.431413268217696	62.82992004555934	115.20267725731789	8.176339319835018	0.4485406403389247	15.623382941048227	66.34818437494494
107.0	0.21065670760662447	99.31075162223691	59.25932670419181	62.65412190455915	113.60866676639706	9.17853055023679	0.49924227669240007	15.445060194170305	67.26262229678375
108.0	0.2106108158626005	99.45047904888129	59.433671810765915	62.79722587493734	114.80226528432046	8.073279696922494	0.4515190016074225	15.329173224246372	66.34020973344745
109.0	0.2106098493117594	99.26610506355212	59.413398239449954	63.04945272488699	114.787684425295	8.087761839404621	0.4546441139309806	15.091737494761489	60.26834171065248
110.0	0.21076815000310467	99.61792869011943	59.348991297932166	62.851092064180875	114.04863801718143	8.010616671966249	0.4570066299187063	14.507440639940421	64.3032670499035
111.0	0.21138364762231857	102.85947514597662	60.08777403986627	62.36364607291138	105.08616415347677	9.79459704483886	0.5096994286629524	16.371885200566265	65.44803370259521
112.0	0.2117788975515134	99.8375838902208	59.26647565222206	62.35556069771345	111.81155162166966	6.9377570337932575	0.41997564116978164	14.288265497406917	64.88016326125276
113.0	0.21056828765161775	99.87857238168459	59.5636015138393	62.970166261241616	113.90601210932056	8.568224278268131	0.4633018642305265	15.36028322366984	64.33327310170482
114.0	0.21057273970299425	99.92539352674905	59.393162271595436	62.979762419989356	113.80212085811704	6.663243093921667	0.42177923281799656	13.451505868221922	59.65902849981647
115.0	0.21025290045826187	99.6909944495276	59.71144237571331	62.98492805604473	113.8688883398696	8.449823201527625	0.4681118479307052	15.17440652530016	67.48759608301349
116.0	0.21068194795383122	99.80214393108002	59.36719310920484	63.22489988015853	114.09151053201963	7.127789557356549	0.44193684017265566	14.026257842658586	65.10548419108825
117.0	0.21052010481566572	99.70558655563579	59.667705848097704	62.84956603955593	114.709366553241	8.194086379198973	0.4856214634580068	14.07373951235881	68.43312143557694
118.0	0.21052121917867503	99.9138961412518	59.71467383127089	63.165359396691784	114.49909108035239	8.394664317015042	0.46779475883402083	14.745699516236856	69.01788195304577
119.0	0.21051746854792094	99.90134892440851	59.695528419386605	62.94772259107785	115.06170127213343	7.305000221824991	0.4512277902215762	13.825275578840618	65.96061198219017
120.0	0.21052193453832482	99.8188983017126	59.7780631474656	63.1164038463413	114.75562516015819	8.170487749277221	0.46785639988880073	14.626868486492487	65.33654491013182
121.0	0.2105347656613946	99.74912833807547	59.63824418052707	62.968629707612706	114.2417983319627	8.238710378328493	0.4701282552922052	14.509442927911595	61.973627582561285
122.0	0.21052615572033143	99.76519900798192	59.67707412408736	62.97349750508724	114.63357159893549	7.900081201512352	0.47031711819715527	14.102594873688927	63.199531602093785
123.0	0.21080603962204295	99.83057765967416	59.77842484619795	62.911005691636305	114.91895409623136	10.220449637866205	0.5212517174260981	17.201353134923774	71.1396784599865
124.0	0.21054540488632714	99.6399074084785	59.54417505418648	63.032503852768656	114.53639802454659	9.574913787028013	0.510671994663323	15.676903214567076	71.65389199827416
125.0	0.21047595563516913	99.80525367782343	59.689847681519076	62.96200074044755	115.02192855276351	7.675231358802255	0.4352473291283957	14.672647418515501	74.39272074440564
126.0	0.2111222211639084	99.98774831140454	59.527932998102834	63.06507152013143	112.24862037546586	7.920917654383553	0.4911126031150876	14.075241193452097	65.56994116847594
127.0	0.2104769673313727	99.77127669457631	59.93078696546885	62.920866087627836	114.41681202666801	7.780005650633874	0.44018862764698685	14.864754922894816	70.09458056527005
128.0	0.21065704717723435	99.69569750820179	59.381990527869824	63.25383145268675	114.64116306148814	7.524247946189915	0.45870492352471537	14.361758264666598	65.54424773645027
129.0	0.21048728387384993	99.82020628289605	59.55348824695842	62.94898981596408	114.57968957634748	8.207091360502744	0.4644876450844539	14.838685167344314	67.16948569429229
130.0	0.21048418292941765	99.77568953040469	59.62838377691886	62.942243554751634	114.7115070282634	8.788960333331971	0.48387408629860745	15.275966441522959	65.91648214405198
131.0	0.2104544727426102	99.75614034544861	59.77135934825704	62.98844222144201	114.75489082985625	8.334282597230109	0.4728654544768251	14.813489892094319	64.49439653017109
132.0	0.21076976291976665	99.32724650929016	59.43962752515904	62.817434307615684	108.59303420940188	7.910612852716286	0.4450302805066594	15.159882868352476	64.9922789949453
133.0	0.21012357858838976	99.63415257026298	59.48777384798677	62.968413193002824	115.04391559585383	8.721310051392086	0.4774138125235019	14.60190372849531	77.14580714589505
134.0	0.21045486426541932	99.69564004512473	59.77507953956488	63.01449706172436	114.4046836470621	7.902761772544457	0.46336184881685355	14.62215527648285	62.90676286673581
135.0	0.21042142006382322	100.34392137123007	59.57506088109313	62.82163075974664	114.52590813138127	7.113800682247283	0.4493198508581138	13.643290182838797	64.15057516357088
136.0	0.21043757824843656	99.59525615246137	59.59109529598389	62.948732163790865	114.95575459623072	7.032321090637417	0.4369921450294924	13.958819382353179	59.55657549703903
137.0	0.20810416412662705	97.64123848350067	57.25653457491356	65.58271752367756	85.8558494192619	7.911173669366254	0.46792933649645935	14.86678072729189	67.41226795201767
138.0	0.21085916375182645	100.29168401389899	59.65239613004887	63.730397073605154	115.60905380245653	6.949237914177375	0.4499486505603155	13.513422328860702	65.7457660850905
139.0	0.2103914782185879	99.13396674089971	59.34065423882698	63.08484691770568	113.72131720491072	7.509205013480375	0.46467427592932015	13.866551281155303	69.44391027187041
140.0	0.21037982083115755	99.3010011247699	59.6034585306367	63.077726766766894	114.03448525267609	8.575473896165176	0.4515110500313905	15.812376927064674	67.79454076906138
141.0	0.21041345327848224	99.59581870850138	59.54545905374569	62.98672078354365	114.71618507528878	7.560590362286437	0.4466691424761714	14.515752508147012	66.93781874187245
142.0	0.21036511338997457	99.62009123838914	59.83027735775474	63.064073891839946	114.46208443176218	8.959400425325956	0.4743545098596616	16.256425793847573	68.85266942734525
143.0	0.21220839261543264	100.4623034343917	60.21957513312556	61.96866133591804	110.16902023383082	7.857217545801773	0.45674290933165823	14.763085537442807	57.846211874737186
144.0	0.21035804753552062	99.59618889832768	59.48201573095707	62.97637608959903	114.35303056486258	9.593897231803975	0.5248139444637224	15.330099088383362	77.46082937488336
145.0	0.21030607036143173	99.51222845951759	59.69841272489343	63.07065251789997	113.9157588191302	7.622050053174226	0.4508921774472084	14.808938820227192	64.4567656392766
146.0	0.21086640729363287	99.59981369381289	59.61126905836225	62.829109663940415	112.61358455265051	7.147518055431457	0.4722239996083524	12.83402789214605	61.442594313474096
147.0	0.21029807635023748	99.63812024521378	59.80378053872554	63.033115886291604	114.417310905822	6.2658863074274445	0.3983395830286942	13.553328752322763	66.16323722551793
148.0	0.21003715816624946	99.8404514241354	59.3746983050102	63.266905662988265	114.89391246052739	7.995513876575642	0.43948306822822386	15.733867901978835	62.96548566181658
149.0	0.2103225322025284	99.74497831470009	59.642562217200094	63.22672565548563	114.43276619638164	8.163998382781177	0.45367911159128493	15.241754723922574	65.64338277212259
150.0	0.20963160940719056	99.92076230782342	59.85960496744837	63.456691369876054	116.8255405664869	8.458724652622873	0.4686142838610364	15.103825748957298	64.54605687893398
151.0	0.21028310413032142	99.50887652963645	59.6046888637162	63.036041098281004	114.9486706165013	7.756057981764969	0.44820546154603536	14.653207197432629	63.165570421631934
152.0	0.2104191426543758	99.60772540354131	59.46191313785195	63.28884871905511	114.83885341600643	7.21333123680879	0.4522199589092058	13.37184999416666	67.38835339246292
153.0	0.21026417686335055	99.73862784379018	59.5118372527536	63.14681007351189	115.4934735572502	7.064029691279202	0.42444659083215996	14.108263264661616	63.25181130551862
154.0	0.21033601277895886	99.56299525148712	59.606272119182776	63.00717703313199	114.55489289970903	8.488282128992044	0.4639574511064718	15.496188361005984	59.4389503899871
155.0	0.21053558505038905	99.26347037432575	59.767421175203616	63.23924309386377	115.47647027853503	8.303360591095013	0.4711401999273012	14.31030012642474	70.78742749743097
156.0	0.21033656249222052	99.62867635066581	59.7274679792595	63.06202637690743	115.93138493981549	7.552561700526955	0.43293350016637194	14.838554127932573	67.16743951639465
157.0	0.21033752812593867	99.57907362570887	59.666051533854905	63.108432515056	115.12274997969531	7.962379766302002	0.44050691574164236	14.805881095168091	64.43153486406331
158.0	0.21035155176467543	99.76330582095243	59.63145212275141	63.10362447590958	114.69447259425796	7.490662045737025	0.4552034296447337	13.943286292971484	59.42203423688033
159.0	0.210076472167112	99.44736664945951	59.62451058250207	63.17091087316219	115.41381417793743	7.273669332315426	0.46424868642813893	13.599853930952307	63.71812604621373
160.0	0.21040495290051017	99.62430092171643	59.53176663442533	63.00708563650677	115.1897194591647	8.970975338920148	0.5105736868544917	15.122104566863541	67.05396099195616
161.0	0.21035474187149308	99.43207969939091	59.6538244132704	62.83430013619584	114.52220556572836	9.364322935780425	0.5079953538847353	15.213971602516724	76.35979328961002
162.0	0.2103724493404462	99.52725327320158	59.43883388645948	63.085388502315375	114.49048729980665	8.644398289748002	0.4613766834285617	16.410314487720054	67.77292023640325
163.0	0.21043898416819215	99.44585502301292	59.425425429340336	62.93619562120827	111.45821588312947	6.925222330869237	0.4367623127001135	13.840862763404898	63.34809285320294
164.0	0.2102614881181205	99.8571408249305	59.74085910103852	63.080850866216664	115.20421911182858	8.961630022018138	0.48296647903797046	15.57002138574671	73.49697580481114
165.0	0.21035615929048004	99.58760089450733	59.53316522599187	63.131218740585815	115.16032040569694	7.9458215433818875	0.4600665328005611	14.37018844954906	74.7190958797345
166.0	0.21058683320271684	99.4555601285539	59.54242650396684	63.55529006694441	114.75168132673579	8.146629083033462	0.4666391824041786	15.008939011198128	68.64241031063511
167.0	0.21019278199344665	99.43173728081716	59.60917420351799	62.89780262425372	115.36992975268465	7.851183918228173	0.4590168276701146	15.158702546757054	64.98307629202029
168.0	0.21033137018258205	99.50718258532035	59.61965212265104	62.983732352432625	115.50612546097291	7.375006452829417	0.4393697200824056	14.011427586659751	64.96471400118851
